trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
412,False,"{'a': 0.001, 'e': 0.916321770451081}",20,0,-82.53315480309824,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
413,False,"{'a': 0.001, 'e': 0.9159208695857856}",20,0,-128.52077455674097,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
414,False,"{'a': 0.001, 'e': 0.9155190527996969}",20,6,-81.65131726527892,"{0: 7, 1: 2, 2: 4, 3: 0, 4: 1}",1
415,False,"{'a': 0.001, 'e': 0.9151163204946318}",20,0,-71.12687543386144,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
416,False,"{'a': 0.001, 'e': 0.9147126730733223}",20,2,-23.618467644961058,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
417,False,"{'a': 0.001, 'e': 0.914308110939416}",25,0,-142.9111978502601,"{0: 14, 1: 3, 2: 4, 3: 3, 4: 1}",0
418,False,"{'a': 0.001, 'e': 0.913902634497475}",25,0,-109.0604835178044,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
419,False,"{'a': 0.001, 'e': 0.9134962441529757}",20,2,-92.60023017113869,"{0: 8, 1: 4, 2: 4, 3: 2, 4: 0}",1
420,False,"{'a': 0.001, 'e': 0.9130889403123083}",25,0,-193.75461621677078,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 4}",0
421,False,"{'a': 0.001, 'e': 0.9126807233827767}",20,0,-113.97968958312345,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
422,False,"{'a': 0.001, 'e': 0.9122715937725977}",25,0,-78.14784204593856,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",1
423,False,"{'a': 0.001, 'e': 0.911861551890901}",20,0,-90.2834600067545,"{0: 7, 1: 9, 2: 3, 3: 1, 4: 0}",0
424,False,"{'a': 0.001, 'e': 0.9114505981477284}",20,0,-190.28390372960024,"{0: 10, 1: 2, 2: 3, 3: 2, 4: 3}",0
425,False,"{'a': 0.001, 'e': 0.9110387329540337}",25,0,-131.1756399928348,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
426,False,"{'a': 0.001, 'e': 0.9106259567216819}",25,0,-40.895739461975225,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
427,False,"{'a': 0.001, 'e': 0.9102122698634492}",20,0,-115.86295069287551,"{0: 11, 1: 4, 2: 1, 3: 3, 4: 1}",0
428,False,"{'a': 0.001, 'e': 0.9097976727930226}",20,0,-181.47399787150965,"{0: 9, 1: 2, 2: 6, 3: 0, 4: 3}",0
429,False,"{'a': 0.001, 'e': 0.9093821659249989}",25,0,-64.78597537750944,"{0: 17, 1: 0, 2: 7, 3: 1, 4: 0}",0
430,False,"{'a': 0.001, 'e': 0.9089657496748851}",25,0,-48.30800937024578,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
431,False,"{'a': 0.001, 'e': 0.9085484244590974}",20,0,-157.3825274680743,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
432,False,"{'a': 0.001, 'e': 0.9081301906949609}",25,0,-134.4850476474646,"{0: 13, 1: 5, 2: 4, 3: 2, 4: 1}",0
433,False,"{'a': 0.001, 'e': 0.9077110488007095}",20,6,-33.50901446621766,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
434,False,"{'a': 0.001, 'e': 0.9072909991954848}",20,0,-97.06599066649798,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
435,False,"{'a': 0.001, 'e': 0.9068700422993367}",20,0,-82.81452307524486,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
436,False,"{'a': 0.001, 'e': 0.9064481785332217}",25,0,-144.05472802974802,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
437,False,"{'a': 0.001, 'e': 0.9060254083190037}",25,0,-98.83647020604069,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
438,False,"{'a': 0.001, 'e': 0.9056017320794529}",20,0,-66.44915820734144,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
439,False,"{'a': 0.001, 'e': 0.9051771502382456}",25,0,-131.0197886655354,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
440,False,"{'a': 0.001, 'e': 0.9047516632199634}",30,2,-82.40580712277429,"{0: 16, 1: 4, 2: 8, 3: 0, 4: 0}",1
441,False,"{'a': 0.001, 'e': 0.9043252714500934}",20,0,-55.739109502822316,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
442,False,"{'a': 0.001, 'e': 0.9038979753550274}",25,0,-201.12902545579595,"{0: 15, 1: 3, 2: 2, 3: 1, 4: 4}",0
443,False,"{'a': 0.001, 'e': 0.9034697753620612}",30,0,-263.13534842457614,"{0: 14, 1: 5, 2: 5, 3: 2, 4: 4}",0
444,False,"{'a': 0.001, 'e': 0.903040671899395}",30,0,-156.5837742514456,"{0: 19, 1: 5, 2: 2, 3: 1, 4: 3}",0
445,False,"{'a': 0.001, 'e': 0.9026106653961321}",30,0,-87.61395944671571,"{0: 23, 1: 1, 2: 3, 3: 2, 4: 1}",0
446,False,"{'a': 0.001, 'e': 0.9021797562822791}",20,0,-88.92012943325963,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
447,False,"{'a': 0.001, 'e': 0.901747944988745}",20,3,0.1611665018384414,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
448,False,"{'a': 0.001, 'e': 0.9013152319473411}",30,14,-2.0337973740514945,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
449,False,"{'a': 0.001, 'e': 0.9008816175907802}",25,0,-121.52160732810941,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
450,False,"{'a': 0.001, 'e': 0.9004471023526769}",20,7,-34.101636444434284,"{0: 10, 1: 1, 2: 0, 3: 2, 4: 0}",1
451,False,"{'a': 0.001, 'e': 0.9000116866675463}",20,11,-40.52441931924373,"{0: 4, 1: 3, 2: 1, 3: 1, 4: 0}",1
452,False,"{'a': 0.001, 'e': 0.899575370970804}",20,13,-22.416118370824158,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
453,False,"{'a': 0.001, 'e': 0.8991381556987657}",25,7,-121.50496581259671,"{0: 9, 1: 3, 2: 4, 3: 0, 4: 2}",1
454,False,"{'a': 0.001, 'e': 0.8987000412886466}",20,0,-106.79978804268431,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
455,False,"{'a': 0.001, 'e': 0.8982610281785611}",20,0,-107.98632068505249,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
456,False,"{'a': 0.001, 'e': 0.8978211168075223}",25,0,-76.17653271517918,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
457,False,"{'a': 0.001, 'e': 0.8973803076154415}",30,0,-80.67112424492106,"{0: 17, 1: 6, 2: 7, 3: 0, 4: 0}",0
458,False,"{'a': 0.001, 'e': 0.896938601043128}",20,13,4.782972958056644,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.001, 'e': 0.896495997532288}",20,0,-189.57144964867535,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 3}",0
460,False,"{'a': 0.001, 'e': 0.8960524975255252}",30,0,-154.51676225225125,"{0: 14, 1: 5, 2: 9, 3: 1, 4: 1}",0
461,False,"{'a': 0.001, 'e': 0.8956081014663396}",20,3,-149.1951338981923,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 3}",1
462,False,"{'a': 0.001, 'e': 0.8951628097991272}",25,0,-30.053201892199485,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
463,False,"{'a': 0.001, 'e': 0.8947166229691795}",25,0,-100.08069460003223,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
464,False,"{'a': 0.001, 'e': 0.8942695414226836}",20,0,-174.41088012841178,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 3}",0
465,False,"{'a': 0.001, 'e': 0.8938215656067205}",25,0,-104.7037384624242,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
466,False,"{'a': 0.001, 'e': 0.8933726959692665}",20,0,-53.80543440782655,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
467,False,"{'a': 0.001, 'e': 0.8929229329591909}",25,0,-169.28620668456352,"{0: 14, 1: 2, 2: 3, 3: 5, 4: 1}",0
468,False,"{'a': 0.001, 'e': 0.8924722770262568}",20,0,-110.4610841411797,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
469,False,"{'a': 0.001, 'e': 0.89202072862112}",25,3,-161.4370340538515,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 4}",1
470,False,"{'a': 0.001, 'e': 0.891568288195329}",25,19,10.348063834924126,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.001, 'e': 0.891114956201324}",20,0,-18.83000831283046,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
472,False,"{'a': 0.001, 'e': 0.890660733092437}",25,0,-53.411672211492444,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
473,False,"{'a': 0.001, 'e': 0.8902056193228912}",20,0,-0.7317437446804845,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
474,False,"{'a': 0.001, 'e': 0.8897496153478003}",25,0,-184.8824603441273,"{0: 12, 1: 3, 2: 6, 3: 2, 4: 2}",0
475,False,"{'a': 0.001, 'e': 0.8892927216231682}",20,4,-194.0980432558047,"{0: 7, 1: 1, 2: 2, 3: 3, 4: 3}",1
476,False,"{'a': 0.001, 'e': 0.8888349386058886}",20,7,-52.690562287425244,"{0: 7, 1: 2, 2: 2, 3: 2, 4: 0}",1
477,False,"{'a': 0.001, 'e': 0.8883762667537444}",25,0,-160.6274200840717,"{0: 12, 1: 6, 2: 4, 3: 1, 4: 2}",0
478,False,"{'a': 0.001, 'e': 0.8879167065254074}",30,0,-59.41070852834908,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
479,False,"{'a': 0.001, 'e': 0.8874562583804381}",20,3,-120.02118958772853,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 2}",1
480,False,"{'a': 0.001, 'e': 0.8869949227792842}",20,0,-103.65130642074351,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
481,False,"{'a': 0.001, 'e': 0.8865327001832815}",20,0,-59.619938532550286,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
482,False,"{'a': 0.001, 'e': 0.8860695910546524}",20,0,-158.55818364136607,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
483,False,"{'a': 0.001, 'e': 0.8856055958565062}",20,0,-103.03671464833154,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
484,False,"{'a': 0.001, 'e': 0.8851407150528379}",20,0,-157.64080982819686,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
485,False,"{'a': 0.001, 'e': 0.8846749491085283}",20,0,-105.03132008406345,"{0: 9, 1: 4, 2: 4, 3: 3, 4: 0}",0
486,False,"{'a': 0.001, 'e': 0.8842082984893433}",20,0,-178.93157709371735,"{0: 9, 1: 2, 2: 6, 3: 0, 4: 3}",0
487,False,"{'a': 0.001, 'e': 0.8837407636619335}",20,0,-36.05722518368462,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
488,False,"{'a': 0.001, 'e': 0.8832723450938338}",25,0,-105.51620786124145,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
489,False,"{'a': 0.001, 'e': 0.8828030432534625}",20,0,-139.2972920895848,"{0: 9, 1: 6, 2: 2, 3: 1, 4: 2}",0
490,False,"{'a': 0.001, 'e': 0.8823328586101215}",20,0,-123.31353274500154,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
491,False,"{'a': 0.001, 'e': 0.8818617916339955}",30,0,-155.43634663321674,"{0: 17, 1: 3, 2: 8, 3: 0, 4: 2}",0
492,False,"{'a': 0.001, 'e': 0.8813898427961513}",20,0,-77.27992929532621,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
493,False,"{'a': 0.001, 'e': 0.8809170125685377}",20,0,-116.53026425519724,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
494,False,"{'a': 0.001, 'e': 0.880443301423985}",20,0,-72.11539823310962,"{0: 14, 1: 0, 2: 3, 3: 3, 4: 0}",0
495,False,"{'a': 0.001, 'e': 0.8799687098362042}",20,0,-103.74565743263966,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
496,False,"{'a': 0.001, 'e': 0.879493238279787}",20,0,-61.770831598292055,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
497,False,"{'a': 0.001, 'e': 0.8790168872302047}",20,4,-86.21362047591096,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 1}",1
498,False,"{'a': 0.001, 'e': 0.8785396571638084}",25,0,-145.77304769852844,"{0: 11, 1: 5, 2: 7, 3: 1, 4: 1}",0
499,False,"{'a': 0.001, 'e': 0.8780615485578283}",20,0,-88.53573926563737,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
500,False,"{'a': 0.001, 'e': 0.8775825618903728}",20,0,-135.12955187013497,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 2}",0
501,False,"{'a': 0.001, 'e': 0.8771026976404284}",20,0,-61.11557080358901,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
502,False,"{'a': 0.001, 'e': 0.8766219562878595}",30,0,-194.99140072820995,"{0: 18, 1: 1, 2: 5, 3: 4, 4: 2}",0
503,False,"{'a': 0.001, 'e': 0.8761403383134074}",20,10,-60.609575431020986,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
504,False,"{'a': 0.001, 'e': 0.87565784419869}",25,0,-140.39147533514023,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 3}",0
505,False,"{'a': 0.001, 'e': 0.8751744744262013}",25,5,-81.4009611514273,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",1
506,False,"{'a': 0.001, 'e': 0.8746902294793112}",20,14,-11.672364075670941,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
507,False,"{'a': 0.001, 'e': 0.8742051098422644}",20,2,-122.06469109401867,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 3}",1
508,False,"{'a': 0.001, 'e': 0.8737191160001807}",20,12,-68.36647967774452,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 2}",1
509,False,"{'a': 0.001, 'e': 0.8732322484390539}",20,5,-88.81903181211844,"{0: 8, 1: 2, 2: 3, 3: 1, 4: 1}",1
510,False,"{'a': 0.001, 'e': 0.8727445076457513}",20,0,-44.96649706313829,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
511,False,"{'a': 0.001, 'e': 0.8722558941080137}",25,0,-41.596502764392895,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
512,False,"{'a': 0.001, 'e': 0.8717664083144548}",20,11,-32.876853000819544,"{0: 5, 1: 1, 2: 2, 3: 1, 4: 0}",1
513,False,"{'a': 0.001, 'e': 0.8712760507545603}",25,8,0.4804690931960811,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
514,False,"{'a': 0.001, 'e': 0.8707848219186876}",20,0,-59.79864979552914,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
515,False,"{'a': 0.001, 'e': 0.8702927222980654}",25,13,-39.00798317014567,"{0: 7, 1: 0, 2: 5, 3: 0, 4: 0}",1
516,False,"{'a': 0.001, 'e': 0.8697997523847936}",20,0,-112.8583784067962,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",1
517,False,"{'a': 0.001, 'e': 0.8693059126718419}",25,0,-117.54201889543131,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
518,False,"{'a': 0.001, 'e': 0.8688112036530499}",25,0,-104.0965962003651,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
519,False,"{'a': 0.001, 'e': 0.8683156258231266}",25,0,-99.86105584739104,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
520,False,"{'a': 0.001, 'e': 0.8678191796776499}",20,0,-181.57558852680302,"{0: 9, 1: 1, 2: 6, 3: 2, 4: 2}",0
521,False,"{'a': 0.001, 'e': 0.8673218657130658}",20,0,-162.37000726190007,"{0: 10, 1: 3, 2: 2, 3: 3, 4: 2}",0
522,False,"{'a': 0.001, 'e': 0.8668236844266883}",25,0,-162.5619663123707,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
523,False,"{'a': 0.001, 'e': 0.8663246363166986}",20,0,-89.92415266503049,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
524,False,"{'a': 0.001, 'e': 0.8658247218821448}",20,0,-10.086900062228676,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
525,False,"{'a': 0.001, 'e': 0.8653239416229412}",20,0,-23.611293442280846,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
526,False,"{'a': 0.001, 'e': 0.8648222960398683}",20,0,-136.42091681687702,"{0: 12, 1: 1, 2: 2, 3: 4, 4: 1}",0
527,False,"{'a': 0.001, 'e': 0.8643197856345712}",30,9,-49.12524607826566,"{0: 12, 1: 5, 2: 4, 3: 0, 4: 0}",1
528,False,"{'a': 0.001, 'e': 0.8638164109095605}",20,0,-180.13867583542424,"{0: 7, 1: 3, 2: 7, 3: 1, 4: 2}",0
529,False,"{'a': 0.001, 'e': 0.863312172368211}",25,11,-45.878847545067366,"{0: 9, 1: 1, 2: 2, 3: 2, 4: 0}",1
530,False,"{'a': 0.001, 'e': 0.862807070514761}",25,0,-130.39436195107152,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
531,False,"{'a': 0.001, 'e': 0.8623011058543124}",25,7,-34.49152618027147,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 0}",1
532,False,"{'a': 0.001, 'e': 0.8617942788928298}",25,0,-111.1602002025079,"{0: 13, 1: 6, 2: 5, 3: 0, 4: 1}",0
533,False,"{'a': 0.001, 'e': 0.8612865901371402}",25,0,-52.45927191156752,"{0: 19, 1: 4, 2: 0, 3: 1, 4: 1}",0
534,False,"{'a': 0.001, 'e': 0.8607780400949321}",25,0,-123.76729751507008,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
535,False,"{'a': 0.001, 'e': 0.8602686292747557}",25,0,-48.725676361820014,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
536,False,"{'a': 0.001, 'e': 0.8597583581860216}",20,8,-50.13029358643411,"{0: 7, 1: 2, 2: 1, 3: 2, 4: 0}",1
537,False,"{'a': 0.001, 'e': 0.8592472273390012}",30,0,-37.56236994266429,"{0: 22, 1: 5, 2: 3, 3: 0, 4: 0}",0
538,False,"{'a': 0.001, 'e': 0.8587352372448249}",20,0,-59.0453553284959,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
539,False,"{'a': 0.001, 'e': 0.8582223884154829}",20,0,-119.55826069860078,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
540,False,"{'a': 0.001, 'e': 0.8577086813638242}",25,0,-204.92570627478392,"{0: 9, 1: 4, 2: 8, 3: 2, 4: 2}",0
541,False,"{'a': 0.001, 'e': 0.8571941166035554}",25,15,6.721113960487866,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
542,False,"{'a': 0.001, 'e': 0.8566786946492415}",25,0,-145.4444388259323,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
543,False,"{'a': 0.001, 'e': 0.8561624160163044}",20,11,-45.46332623924513,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
544,False,"{'a': 0.001, 'e': 0.8556452812210225}",25,17,-1.8387487547807924,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
545,False,"{'a': 0.001, 'e': 0.8551272907805307}",25,0,-118.06979666595583,"{0: 16, 1: 2, 2: 3, 3: 3, 4: 1}",0
546,False,"{'a': 0.001, 'e': 0.8546084452128195}",30,0,-122.36743392173074,"{0: 18, 1: 1, 2: 10, 3: 0, 4: 1}",0
547,False,"{'a': 0.001, 'e': 0.8540887450367343}",25,0,-56.70170756112974,"{0: 19, 1: 3, 2: 1, 3: 1, 4: 1}",0
548,False,"{'a': 0.001, 'e': 0.8535681907719751}",25,16,-44.41009466786375,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
549,False,"{'a': 0.001, 'e': 0.8530467829390963}",25,0,-110.22876536148635,"{0: 17, 1: 4, 2: 1, 3: 1, 4: 2}",0
550,False,"{'a': 0.001, 'e': 0.8525245220595057}",30,0,-180.92295268026362,"{0: 19, 1: 3, 2: 3, 3: 2, 4: 3}",0
551,False,"{'a': 0.001, 'e': 0.852001408655464}",20,0,-51.35831987597831,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
552,False,"{'a': 0.001, 'e': 0.8514774432500848}",20,0,-79.6608337369362,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
553,False,"{'a': 0.001, 'e': 0.8509526263673333}",20,0,-126.35437324441324,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
554,False,"{'a': 0.001, 'e': 0.8504269585320262}",20,2,-53.92779381321105,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 0}",1
555,False,"{'a': 0.001, 'e': 0.8499004402698315}",25,0,-61.287360557493095,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
556,False,"{'a': 0.001, 'e': 0.8493730721072673}",25,0,-148.56439563571078,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",0
557,False,"{'a': 0.001, 'e': 0.8488448545717019}",25,0,-128.27281645871602,"{0: 19, 1: 2, 2: 0, 3: 1, 4: 3}",0
558,False,"{'a': 0.001, 'e': 0.8483157881913526}",25,0,-21.367830596664806,"{0: 18, 1: 5, 2: 2, 3: 0, 4: 0}",0
559,False,"{'a': 0.001, 'e': 0.8477858734952858}",25,0,-141.8156132419589,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
560,False,"{'a': 0.001, 'e': 0.8472551110134161}",20,0,-149.55044391613862,"{0: 10, 1: 5, 2: 2, 3: 0, 4: 3}",0
561,False,"{'a': 0.001, 'e': 0.846723501276506}",20,0,-92.33170994486747,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
562,False,"{'a': 0.001, 'e': 0.8461910448161652}",20,0,-34.976288866482776,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
563,False,"{'a': 0.001, 'e': 0.8456577421648502}",25,0,-138.2478636865121,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",0
564,False,"{'a': 0.001, 'e': 0.8451235938558634}",20,0,-181.44117112795325,"{0: 10, 1: 5, 2: 1, 3: 0, 4: 4}",0
565,False,"{'a': 0.001, 'e': 0.8445886004233532}",25,0,-97.95366050162256,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
566,False,"{'a': 0.001, 'e': 0.844052762402313}",20,0,-34.34802895932964,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
567,False,"{'a': 0.001, 'e': 0.8435160803285807}",25,0,-149.88046188254415,"{0: 13, 1: 5, 2: 2, 3: 4, 4: 1}",0
568,False,"{'a': 0.001, 'e': 0.8429785547388383}",25,6,-116.63161491265639,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 2}",1
569,False,"{'a': 0.001, 'e': 0.8424401861706114}",25,0,-82.88436509292248,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
570,False,"{'a': 0.001, 'e': 0.8419009751622687}",20,0,-19.53798269010591,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
571,False,"{'a': 0.001, 'e': 0.841360922253021}",25,0,-90.84182779418774,"{0: 16, 1: 1, 2: 6, 3: 2, 4: 0}",0
572,False,"{'a': 0.001, 'e': 0.840820027982921}",20,0,-86.62995058941652,"{0: 10, 1: 4, 2: 4, 3: 2, 4: 0}",0
573,False,"{'a': 0.001, 'e': 0.8402782928928632}",20,3,4.954494294511276,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
574,False,"{'a': 0.001, 'e': 0.8397357175245824}",20,0,-173.41458491664656,"{0: 9, 1: 3, 2: 5, 3: 0, 4: 3}",0
575,False,"{'a': 0.001, 'e': 0.8391923024206541}",25,11,-26.228773880070126,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
576,False,"{'a': 0.001, 'e': 0.8386480481244933}",25,0,-80.0562530175836,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
577,False,"{'a': 0.001, 'e': 0.8381029551803544}",25,0,-129.89765045994915,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
578,False,"{'a': 0.001, 'e': 0.8375570241333301}",20,3,-80.23444845462292,"{0: 9, 1: 4, 2: 3, 3: 0, 4: 1}",1
579,False,"{'a': 0.001, 'e': 0.8370102555293514}",25,0,-111.2427502557739,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
580,False,"{'a': 0.001, 'e': 0.8364626499151869}",20,0,-237.9747795236889,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 5}",0
581,False,"{'a': 0.001, 'e': 0.8359142078384423}",20,0,-90.66206276992325,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
582,False,"{'a': 0.001, 'e': 0.8353649298475595}",20,0,-99.61749985057865,"{0: 14, 1: 0, 2: 2, 3: 3, 4: 1}",0
583,False,"{'a': 0.001, 'e': 0.8348148164918164}",20,0,-66.1140556146895,"{0: 12, 1: 6, 2: 1, 3: 0, 4: 1}",0
584,False,"{'a': 0.001, 'e': 0.8342638683213264}",25,0,-207.444914465468,"{0: 11, 1: 4, 2: 6, 3: 1, 4: 3}",0
585,False,"{'a': 0.001, 'e': 0.8337120858870376}",20,5,-42.31723848340503,"{0: 11, 1: 0, 2: 2, 3: 2, 4: 0}",1
586,False,"{'a': 0.001, 'e': 0.8331594697407324}",25,0,-209.53529445577357,"{0: 15, 1: 0, 2: 5, 3: 1, 4: 4}",0
587,False,"{'a': 0.001, 'e': 0.8326060204350269}",25,0,-151.58492876150686,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
588,False,"{'a': 0.001, 'e': 0.8320517385233703}",20,15,-12.825139548954917,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
589,False,"{'a': 0.001, 'e': 0.8314966245600446}",20,0,-56.31138931583393,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
590,False,"{'a': 0.001, 'e': 0.8309406791001636}",20,0,-95.25540898375833,"{0: 15, 1: 0, 2: 1, 3: 3, 4: 1}",0
591,False,"{'a': 0.001, 'e': 0.8303839026996727}",25,0,-47.061050185774555,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 0}",0
592,False,"{'a': 0.001, 'e': 0.8298262959153483}",20,0,-23.238162845145677,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
593,False,"{'a': 0.001, 'e': 0.8292678593047971}",20,0,-89.39512443394774,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
594,False,"{'a': 0.001, 'e': 0.8287085934264558}",20,4,-41.974876740811794,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 0}",1
595,False,"{'a': 0.001, 'e': 0.8281484988395901}",20,0,-168.24813363142565,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
