trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.001, 'e': 0.9833021775801796}",30,0,-244.16254387763513,"{0: 16, 1: 5, 2: 4, 3: 0, 4: 5}",0
184,False,"{'a': 0.001, 'e': 0.9831197056650174}",30,0,-121.75441594247359,"{0: 17, 1: 5, 2: 4, 3: 4, 4: 0}",0
185,False,"{'a': 0.001, 'e': 0.9829362506302315}",20,0,-84.87494736439511,"{0: 12, 1: 5, 2: 1, 3: 1, 4: 1}",0
186,False,"{'a': 0.001, 'e': 0.9827518126592768}",25,0,-268.4916412460403,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 5}",0
187,False,"{'a': 0.001, 'e': 0.9825663919365915}",30,0,-192.0570979957817,"{0: 20, 1: 3, 2: 2, 3: 1, 4: 4}",0
188,False,"{'a': 0.001, 'e': 0.9823799886475959}",20,0,-132.95625962442554,"{0: 8, 1: 2, 2: 9, 3: 0, 4: 1}",0
189,False,"{'a': 0.001, 'e': 0.9821926029786937}",30,0,-174.46220270003354,"{0: 17, 1: 6, 2: 4, 3: 0, 4: 3}",0
190,False,"{'a': 0.001, 'e': 0.9820042351172703}",25,0,-123.99178347092212,"{0: 15, 1: 5, 2: 2, 3: 1, 4: 2}",0
191,False,"{'a': 0.001, 'e': 0.9818148852516937}",20,7,-72.94165205981267,"{0: 9, 1: 1, 2: 0, 3: 2, 4: 1}",1
192,False,"{'a': 0.001, 'e': 0.9816245535713135}",25,0,-120.41776217442842,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
193,False,"{'a': 0.001, 'e': 0.9814332402664617}",25,0,-130.90557530476414,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 2}",0
194,False,"{'a': 0.001, 'e': 0.9812409455284513}",20,0,-108.21889711492996,"{0: 13, 1: 1, 2: 2, 3: 3, 4: 1}",0
195,False,"{'a': 0.001, 'e': 0.9810476695495772}",20,0,-83.10877287666875,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
196,False,"{'a': 0.001, 'e': 0.9808534125231153}",20,0,-43.909909675988615,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
197,False,"{'a': 0.001, 'e': 0.9806581746433226}",20,0,-40.58159556405352,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
198,False,"{'a': 0.001, 'e': 0.9804619561054371}",20,0,-131.0323910868611,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
199,False,"{'a': 0.001, 'e': 0.9802647571056771}",30,0,-346.1881161227087,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 8}",0
200,False,"{'a': 0.001, 'e': 0.9800665778412416}",25,0,-95.81724820351191,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
201,False,"{'a': 0.001, 'e': 0.97986741851031}",25,0,-96.51615633341429,"{0: 14, 1: 6, 2: 4, 3: 0, 4: 1}",0
202,False,"{'a': 0.001, 'e': 0.9796672793120416}",20,3,-101.96047506435177,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 2}",1
203,False,"{'a': 0.001, 'e': 0.9794661604465754}",20,0,-58.462120159541,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
204,False,"{'a': 0.001, 'e': 0.9792640621150305}",25,0,-133.00755164151803,"{0: 15, 1: 2, 2: 4, 3: 3, 4: 1}",0
205,False,"{'a': 0.001, 'e': 0.9790609845195051}",30,0,-141.19745975520985,"{0: 18, 1: 7, 2: 2, 3: 1, 4: 2}",0
206,False,"{'a': 0.001, 'e': 0.9788569278630767}",25,0,-176.28421633461062,"{0: 15, 1: 0, 2: 6, 3: 1, 4: 3}",0
207,False,"{'a': 0.001, 'e': 0.978651892349802}",20,0,-114.68393673341988,"{0: 7, 1: 7, 2: 5, 3: 0, 4: 1}",0
208,False,"{'a': 0.001, 'e': 0.9784458781847165}",25,0,-74.22155137089607,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
209,False,"{'a': 0.001, 'e': 0.9782388855738344}",20,8,-68.73768512152657,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 1}",1
210,False,"{'a': 0.001, 'e': 0.9780309147241483}",25,0,-131.58372471868813,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
211,False,"{'a': 0.001, 'e': 0.9778219658436289}",25,0,-250.39340656430625,"{0: 10, 1: 3, 2: 7, 3: 1, 4: 4}",0
212,False,"{'a': 0.001, 'e': 0.9776120391412251}",25,0,-89.61427924705579,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
213,False,"{'a': 0.001, 'e': 0.9774011348268636}",20,0,-122.11456114042693,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
214,False,"{'a': 0.001, 'e': 0.9771892531114489}",30,0,-268.90415071401844,"{0: 13, 1: 6, 2: 3, 3: 5, 4: 3}",0
215,False,"{'a': 0.001, 'e': 0.9769763942068623}",25,0,-87.78333855634308,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
216,False,"{'a': 0.001, 'e': 0.9767625583259631}",25,0,-79.60854437263828,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
217,False,"{'a': 0.001, 'e': 0.976547745682587}",20,0,-63.85236064824278,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
218,False,"{'a': 0.001, 'e': 0.9763319564915464}",20,0,-58.643508667936175,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
219,False,"{'a': 0.001, 'e': 0.9761151909686308}",20,0,-111.0976151980595,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
220,False,"{'a': 0.001, 'e': 0.9758974493306055}",25,0,-124.1513218587209,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
221,False,"{'a': 0.001, 'e': 0.9756787317952123}",20,0,-145.4164123910078,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
222,False,"{'a': 0.001, 'e': 0.9754590385811684}",25,15,-58.4590365189856,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
223,False,"{'a': 0.001, 'e': 0.9752383699081674}",25,0,-146.42185639367202,"{0: 13, 1: 2, 2: 7, 3: 2, 4: 1}",0
224,False,"{'a': 0.001, 'e': 0.9750167259968777}",20,0,-181.329887794124,"{0: 9, 1: 0, 2: 7, 3: 2, 4: 2}",0
225,False,"{'a': 0.001, 'e': 0.9747941070689433}",20,0,-177.6050959207055,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
226,False,"{'a': 0.001, 'e': 0.974570513346983}",20,8,-16.453351873886326,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
227,False,"{'a': 0.001, 'e': 0.9743459450545906}",20,0,-48.83597314132456,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
228,False,"{'a': 0.001, 'e': 0.9741204024163344}",20,0,-145.96044122097675,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
229,False,"{'a': 0.001, 'e': 0.9738938856577568}",25,0,-171.73373776695598,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
230,False,"{'a': 0.001, 'e': 0.9736663950053749}",20,0,-74.57923427285567,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
231,False,"{'a': 0.001, 'e': 0.9734379306866789}",25,0,-81.13626332050417,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 0}",0
232,False,"{'a': 0.001, 'e': 0.9732084929301336}",25,0,-100.13394178432127,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
233,False,"{'a': 0.001, 'e': 0.9729780819651762}",20,0,-98.81604581298942,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
234,False,"{'a': 0.001, 'e': 0.9727466980222181}",25,8,-119.1376902793271,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 2}",1
235,False,"{'a': 0.001, 'e': 0.972514341332643}",30,0,-104.61197268799738,"{0: 20, 1: 1, 2: 6, 3: 3, 4: 0}",0
236,False,"{'a': 0.001, 'e': 0.9722810121288076}",30,0,-169.51770514230537,"{0: 14, 1: 7, 2: 5, 3: 3, 4: 1}",0
237,False,"{'a': 0.001, 'e': 0.9720467106440411}",20,0,-146.44080941282925,"{0: 10, 1: 4, 2: 2, 3: 2, 4: 2}",0
238,False,"{'a': 0.001, 'e': 0.971811437112645}",25,0,-161.36038569302409,"{0: 15, 1: 2, 2: 3, 3: 3, 4: 2}",0
239,False,"{'a': 0.001, 'e': 0.9715751917698927}",20,0,-171.31949891223044,"{0: 9, 1: 2, 2: 5, 3: 2, 4: 2}",0
240,False,"{'a': 0.001, 'e': 0.9713379748520296}",25,0,-129.23294355392972,"{0: 14, 1: 2, 2: 5, 3: 4, 4: 0}",0
241,False,"{'a': 0.001, 'e': 0.9710997865962726}",30,8,-103.96943826790495,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 2}",1
242,False,"{'a': 0.001, 'e': 0.97086062724081}",25,0,-147.58869775803407,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
243,False,"{'a': 0.001, 'e': 0.970620497024801}",20,0,-103.49476895613022,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
244,False,"{'a': 0.001, 'e': 0.9703793961883759}",25,0,-198.96517945037925,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 4}",0
245,False,"{'a': 0.001, 'e': 0.9701373249726354}",20,0,-152.3736483120271,"{0: 9, 1: 2, 2: 7, 3: 0, 4: 2}",0
246,False,"{'a': 0.001, 'e': 0.9698942836196508}",20,0,-325.67222684208605,"{0: 6, 1: 1, 2: 5, 3: 2, 4: 6}",0
247,False,"{'a': 0.001, 'e': 0.9696502723724634}",25,0,-56.499802267203414,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
248,False,"{'a': 0.001, 'e': 0.9694052914750845}",30,0,-72.67440908926639,"{0: 21, 1: 2, 2: 5, 3: 2, 4: 0}",0
249,False,"{'a': 0.001, 'e': 0.9691593411724948}",25,0,-85.99761581328728,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
250,False,"{'a': 0.001, 'e': 0.9689124217106447}",25,10,-21.35231975017087,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 0}",1
251,False,"{'a': 0.001, 'e': 0.9686645333364537}",25,0,-140.12063101020536,"{0: 13, 1: 3, 2: 6, 3: 2, 4: 1}",0
252,False,"{'a': 0.001, 'e': 0.9684156762978101}",25,0,-105.56654191189342,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
253,False,"{'a': 0.001, 'e': 0.9681658508435709}",20,0,-80.65085521748489,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
254,False,"{'a': 0.001, 'e': 0.9679150572235615}",25,0,-142.90734599245633,"{0: 15, 1: 0, 2: 8, 3: 0, 4: 2}",0
255,False,"{'a': 0.001, 'e': 0.9676632956885756}",25,0,-137.0731208881041,"{0: 16, 1: 3, 2: 2, 3: 2, 4: 2}",0
256,False,"{'a': 0.001, 'e': 0.9674105664903746}",25,0,-81.74257087132405,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
257,False,"{'a': 0.001, 'e': 0.9671568698816877}",20,0,-110.53003764732274,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
258,False,"{'a': 0.001, 'e': 0.9669022061162116}",25,0,-144.2474856971518,"{0: 14, 1: 2, 2: 5, 3: 3, 4: 1}",0
259,False,"{'a': 0.001, 'e': 0.9666465754486098}",25,0,-69.52487321596416,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
260,False,"{'a': 0.001, 'e': 0.9663899781345132}",25,8,-68.98994192572775,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 1}",1
261,False,"{'a': 0.001, 'e': 0.966132414430519}",25,0,-217.9792929849615,"{0: 12, 1: 4, 2: 3, 3: 3, 4: 3}",0
262,False,"{'a': 0.001, 'e': 0.9658738845941909}",25,0,-84.30507480507207,"{0: 13, 1: 4, 2: 8, 3: 0, 4: 0}",0
263,False,"{'a': 0.001, 'e': 0.9656143888840587}",20,0,-76.70767612019137,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
264,False,"{'a': 0.001, 'e': 0.965353927559618}",20,0,-56.21956126793581,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
265,False,"{'a': 0.001, 'e': 0.9650925008813303}",30,0,-141.3904768737616,"{0: 15, 1: 10, 2: 3, 3: 0, 4: 2}",0
266,False,"{'a': 0.001, 'e': 0.9648301091106221}",20,0,-116.05104074922467,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
267,False,"{'a': 0.001, 'e': 0.9645667525098851}",20,0,-167.11752736243469,"{0: 8, 1: 3, 2: 6, 3: 1, 4: 2}",0
268,False,"{'a': 0.001, 'e': 0.9643024313424761}",30,0,-149.07557919696367,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
269,False,"{'a': 0.001, 'e': 0.964037145872716}",20,7,-10.612096326920444,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 0}",1
270,False,"{'a': 0.001, 'e': 0.9637708963658905}",20,10,-99.29752654207535,"{0: 4, 1: 1, 2: 2, 3: 2, 4: 1}",1
271,False,"{'a': 0.001, 'e': 0.9635036830882489}",20,0,-57.89671412587204,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
272,False,"{'a': 0.001, 'e': 0.9632355063070045}",25,0,-70.15765851446051,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
273,False,"{'a': 0.001, 'e': 0.962966366290334}",30,0,-141.85137935909538,"{0: 15, 1: 6, 2: 7, 3: 1, 4: 1}",0
274,False,"{'a': 0.001, 'e': 0.9626962633073776}",30,0,-119.07572114669699,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
275,False,"{'a': 0.001, 'e': 0.962425197628238}",20,0,-79.25779868362584,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
276,False,"{'a': 0.001, 'e': 0.9621531695239809}",20,0,-55.05340040074357,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
277,False,"{'a': 0.001, 'e': 0.9618801792666346}",25,0,-274.2614408049497,"{0: 10, 1: 5, 2: 4, 3: 1, 4: 5}",0
278,False,"{'a': 0.001, 'e': 0.9616062271291891}",20,0,-94.5995674233596,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
279,False,"{'a': 0.001, 'e': 0.9613313133855966}",30,0,-210.36286248466092,"{0: 16, 1: 4, 2: 5, 3: 2, 4: 3}",0
280,False,"{'a': 0.001, 'e': 0.9610554383107709}",20,13,0.5492043280047505,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.001, 'e': 0.960778602180587}",25,0,-97.08166293472274,"{0: 12, 1: 6, 2: 6, 3: 1, 4: 0}",0
282,False,"{'a': 0.001, 'e': 0.960500805271881}",20,0,-230.3060734278687,"{0: 7, 1: 4, 2: 2, 3: 4, 4: 3}",0
283,False,"{'a': 0.001, 'e': 0.9602220478624496}",20,1,-101.59596162514492,"{0: 11, 1: 1, 2: 3, 3: 4, 4: 0}",1
284,False,"{'a': 0.001, 'e': 0.9599423302310505}",20,9,-89.34883634009363,"{0: 6, 1: 1, 2: 1, 3: 2, 4: 1}",1
285,False,"{'a': 0.001, 'e': 0.9596616526574011}",20,0,-109.44914576852666,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
286,False,"{'a': 0.001, 'e': 0.959380015422179}",20,0,-82.7450016035807,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
287,False,"{'a': 0.001, 'e': 0.9590974188070215}",30,0,-186.27515896341814,"{0: 17, 1: 3, 2: 5, 3: 3, 4: 2}",0
288,False,"{'a': 0.001, 'e': 0.9588138630945251}",20,0,-96.33593799544721,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
289,False,"{'a': 0.001, 'e': 0.9585293485682455}",25,10,-44.99079580609829,"{0: 10, 1: 4, 2: 0, 3: 0, 4: 1}",1
290,False,"{'a': 0.001, 'e': 0.9582438755126972}",20,0,-16.85725464565622,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
291,False,"{'a': 0.001, 'e': 0.9579574442133532}",30,0,-120.510163783149,"{0: 18, 1: 4, 2: 6, 3: 1, 4: 1}",0
292,False,"{'a': 0.001, 'e': 0.9576700549566448}",30,0,-303.8839898865453,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 6}",0
293,False,"{'a': 0.001, 'e': 0.9573817080299614}",30,0,-126.11532590249506,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
294,False,"{'a': 0.001, 'e': 0.9570924037216496}",20,0,-161.62937224268467,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
295,False,"{'a': 0.001, 'e': 0.9568021423210139}",20,0,-65.30950423966492,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
296,False,"{'a': 0.001, 'e': 0.9565109241183156}",30,0,-192.57723304552366,"{0: 14, 1: 5, 2: 6, 3: 4, 4: 1}",0
297,False,"{'a': 0.001, 'e': 0.9562187494047729}",25,0,-175.19566120063737,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
298,False,"{'a': 0.001, 'e': 0.9559256184725605}",20,0,-186.62845752209617,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 4}",0
299,False,"{'a': 0.001, 'e': 0.9556315316148093}",20,0,-248.15342149364338,"{0: 9, 1: 2, 2: 3, 3: 1, 4: 5}",0
300,False,"{'a': 0.001, 'e': 0.955336489125606}",30,0,-90.99074379466958,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
301,False,"{'a': 0.001, 'e': 0.9550404912999932}",25,0,-225.67308006937992,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 5}",0
302,False,"{'a': 0.001, 'e': 0.9547435384339689}",25,0,-146.0531621393819,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
303,False,"{'a': 0.001, 'e': 0.9544456308244855}",25,0,-177.9780553368238,"{0: 14, 1: 3, 2: 3, 3: 3, 4: 2}",0
304,False,"{'a': 0.001, 'e': 0.9541467687694509}",20,0,-226.97552444279484,"{0: 8, 1: 4, 2: 3, 3: 1, 4: 4}",0
305,False,"{'a': 0.001, 'e': 0.9538469525677271}",25,0,-93.19099189827762,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
306,False,"{'a': 0.001, 'e': 0.9535461825191301}",25,0,-162.56067316266927,"{0: 15, 1: 4, 2: 2, 3: 1, 4: 3}",0
307,False,"{'a': 0.001, 'e': 0.9532444589244301}",25,0,-194.31394824852325,"{0: 14, 1: 4, 2: 3, 3: 0, 4: 4}",0
308,False,"{'a': 0.001, 'e': 0.9529417820853506}",30,12,8.556370887550651,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
309,False,"{'a': 0.001, 'e': 0.9526381523045685}",25,0,-223.34769529423585,"{0: 13, 1: 3, 2: 4, 3: 1, 4: 4}",0
310,False,"{'a': 0.001, 'e': 0.9523335698857134}",20,0,-89.82983590701048,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
311,False,"{'a': 0.001, 'e': 0.9520280351333678}",20,0,-128.93241800007416,"{0: 8, 1: 4, 2: 6, 3: 1, 4: 1}",0
312,False,"{'a': 0.001, 'e': 0.9517215483530664}",20,0,-59.24810926790124,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
313,False,"{'a': 0.001, 'e': 0.9514141098512959}",20,0,-133.20948524557113,"{0: 10, 1: 5, 2: 2, 3: 1, 4: 2}",0
314,False,"{'a': 0.001, 'e': 0.951105719935495}",30,0,-223.81515459042708,"{0: 13, 1: 5, 2: 9, 3: 0, 4: 3}",0
315,False,"{'a': 0.001, 'e': 0.9507963789140532}",20,0,-78.06887167622288,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
316,False,"{'a': 0.001, 'e': 0.9504860870963119}",25,0,-93.91779409749772,"{0: 14, 1: 3, 2: 6, 3: 2, 4: 0}",0
317,False,"{'a': 0.001, 'e': 0.9501748447925626}",20,0,-188.7632585840223,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 4}",0
318,False,"{'a': 0.001, 'e': 0.9498626523140478}",25,8,-201.60424150828393,"{0: 6, 1: 4, 2: 3, 3: 0, 4: 4}",1
319,False,"{'a': 0.001, 'e': 0.9495495099729597}",20,0,-73.99100760640715,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
320,False,"{'a': 0.001, 'e': 0.9492354180824408}",25,0,-58.27129163280253,"{0: 15, 1: 5, 2: 5, 3: 0, 4: 0}",0
321,False,"{'a': 0.001, 'e': 0.948920376956583}",30,0,-247.13767364422603,"{0: 15, 1: 3, 2: 5, 3: 4, 4: 3}",0
322,False,"{'a': 0.001, 'e': 0.9486043869104273}",20,0,-24.83234804999366,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
323,False,"{'a': 0.001, 'e': 0.9482874482599637}",20,2,-120.58553346376402,"{0: 8, 1: 5, 2: 3, 3: 0, 4: 2}",1
324,False,"{'a': 0.001, 'e': 0.9479695613221308}",25,7,11.164652957007128,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
325,False,"{'a': 0.001, 'e': 0.9476507264148157}",25,0,-51.467741628376785,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
326,False,"{'a': 0.001, 'e': 0.9473309438568531}",30,0,-136.913520400101,"{0: 19, 1: 5, 2: 3, 3: 1, 4: 2}",0
327,False,"{'a': 0.001, 'e': 0.9470102139680256}",25,0,-137.2327670703534,"{0: 14, 1: 6, 2: 2, 3: 1, 4: 2}",0
328,False,"{'a': 0.001, 'e': 0.9466885370690631}",20,0,-131.66924829117042,"{0: 11, 1: 0, 2: 6, 3: 2, 4: 1}",0
329,False,"{'a': 0.001, 'e': 0.9463659134816423}",20,0,-159.68040569300314,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
330,False,"{'a': 0.001, 'e': 0.946042343528387}",20,6,-9.926507013205628,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
331,False,"{'a': 0.001, 'e': 0.9457178275328669}",30,0,-242.89726680768973,"{0: 16, 1: 2, 2: 7, 3: 1, 4: 4}",0
332,False,"{'a': 0.001, 'e': 0.9453923658195982}",20,0,-111.48005265766078,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
333,False,"{'a': 0.001, 'e': 0.9450659587140423}",25,0,-76.37359730433005,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 0}",0
334,False,"{'a': 0.001, 'e': 0.9447386065426066}",25,0,-128.83997908585678,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 2}",0
335,False,"{'a': 0.001, 'e': 0.944410309632643}",25,0,-168.1450891516659,"{0: 14, 1: 4, 2: 3, 3: 1, 4: 3}",0
336,False,"{'a': 0.001, 'e': 0.9440810683124485}",20,0,-41.87371421147091,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
337,False,"{'a': 0.001, 'e': 0.9437508829112643}",30,0,-227.59629563914527,"{0: 16, 1: 4, 2: 5, 3: 1, 4: 4}",0
338,False,"{'a': 0.001, 'e': 0.9434197537592759}",25,0,-32.87634966680443,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
339,False,"{'a': 0.001, 'e': 0.9430876811876123}",20,0,-169.59730155852913,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
340,False,"{'a': 0.001, 'e': 0.9427546655283462}",30,0,-404.5942409013363,"{0: 12, 1: 3, 2: 6, 3: 1, 4: 8}",0
341,False,"{'a': 0.001, 'e': 0.9424207071144931}",20,0,-102.75947069919937,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
342,False,"{'a': 0.001, 'e': 0.9420858062800114}",20,0,-77.81774986287546,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
343,False,"{'a': 0.001, 'e': 0.941749963359802}",20,10,-48.967297797790664,"{0: 5, 1: 1, 2: 3, 3: 1, 4: 0}",1
344,False,"{'a': 0.001, 'e': 0.9414131786897075}",25,0,-64.54723907963192,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
345,False,"{'a': 0.001, 'e': 0.941075452606513}",20,0,-57.17547438128244,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
346,False,"{'a': 0.001, 'e': 0.9407367854479443}",25,0,-94.56796554767105,"{0: 14, 1: 2, 2: 8, 3: 1, 4: 0}",0
347,False,"{'a': 0.001, 'e': 0.9403971775526684}",25,8,-92.17959640130182,"{0: 9, 1: 0, 2: 7, 3: 0, 4: 1}",1
348,False,"{'a': 0.001, 'e': 0.9400566292602934}",20,2,-34.09064829449011,"{0: 11, 1: 5, 2: 1, 3: 1, 4: 0}",1
349,False,"{'a': 0.001, 'e': 0.9397151409113674}",25,12,-17.880668326123338,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
350,False,"{'a': 0.001, 'e': 0.9393727128473789}",20,0,-75.73143911824197,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
351,False,"{'a': 0.001, 'e': 0.9390293454107558}",20,0,-119.5688404625318,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 2}",0
352,False,"{'a': 0.001, 'e': 0.9386850389448655}",30,0,-77.90562827819544,"{0: 20, 1: 7, 2: 1, 3: 1, 4: 1}",0
353,False,"{'a': 0.001, 'e': 0.9383397937940146}",20,0,-161.27003289935118,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
354,False,"{'a': 0.001, 'e': 0.937993610303448}",25,0,-126.13216716014577,"{0: 12, 1: 5, 2: 6, 3: 1, 4: 1}",0
355,False,"{'a': 0.001, 'e': 0.9376464888193493}",20,0,-192.35324347952067,"{0: 9, 1: 3, 2: 3, 3: 2, 4: 3}",0
356,False,"{'a': 0.001, 'e': 0.9372984296888399}",20,0,-68.94762403652648,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
357,False,"{'a': 0.001, 'e': 0.9369494332599789}",25,0,-146.45851709191902,"{0: 13, 1: 3, 2: 5, 3: 3, 4: 1}",0
358,False,"{'a': 0.001, 'e': 0.9365994998817627}",25,0,-154.1646224471566,"{0: 15, 1: 4, 2: 1, 3: 3, 4: 2}",0
359,False,"{'a': 0.001, 'e': 0.9362486299041247}",25,0,-101.6361389523512,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
360,False,"{'a': 0.001, 'e': 0.9358968236779348}",30,0,-126.09199792827532,"{0: 19, 1: 4, 2: 3, 3: 3, 4: 1}",0
361,False,"{'a': 0.001, 'e': 0.9355440815549994}",20,0,-103.9575845458515,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
362,False,"{'a': 0.001, 'e': 0.9351904038880602}",30,0,-136.95271716508037,"{0: 21, 1: 0, 2: 6, 3: 1, 4: 2}",0
363,False,"{'a': 0.001, 'e': 0.9348357910307951}",20,0,-172.80417223265664,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
364,False,"{'a': 0.001, 'e': 0.9344802433378168}",25,0,-127.79113772138537,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",0
365,False,"{'a': 0.001, 'e': 0.9341237611646731}",20,2,-73.64269172326232,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 1}",1
366,False,"{'a': 0.001, 'e': 0.933766344867846}",25,0,-81.65987655661723,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
